Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
386,0,52906,6,53,17,8752,8000080,3,1,84.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,13.99986,0.499995,2666693.333,1155157.237,4000554.0,1999577.0,6000503.0,3000251.5,1414641.362,4000554.0,1999949.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.37499625,0.12499875,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,35.0,28.0,28.0,0,0,0,0,0,0,3,84,1,28,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1406,0,58032,7,53,17,17065,6999903,2,1,82.44497097,41.22248549,41.22248549,41.22248549,41.22248549,0.0,41.22248549,41.22248549,41.22248549,0.0,17.66703506,0.428577318,3499951.906,707666.7172,4000347.841,2999555.972,4000347.841,4000347.841,0.0,4000347.841,4000347.841,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285718212,0.142859106,41.22248549,41.22248549,41.22248549,0.0,0.0,0,0,0,0,0,0,0,0,0.0,54.96331398,41.22248549,41.22248549,0,0,0,0,0,0,2,82,1,41,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1734,0,137,0,137,17,15353,2249151,29,1,1864.0,68.0,68.0,50.0,64.27586207,7.420514767,68.0,68.0,68.0,0.0,858.9907925,13.33836634,77556.93103,167677.339,516079.0,0.0,2249142.0,80326.5,170077.4186,516079.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,232,8,12.89375413,0.444612211,50.0,68.0,64.51612903,7.22897396,52.25806452,0,0,0,0,0,0,0,0,0.0,66.66666667,64.27586207,68.0,0,0,0,0,0,0,29,1864,1,68,-1,-1,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1687,0,64249,7,53,17,13395,6999984,2,1,63.35996488,31.67998244,31.67998244,31.67998244,31.67998244,0.0,31.67998244,31.67998244,31.67998244,0.0,13.57716662,0.428572401,3499992.056,707894.9728,4000549.392,2999434.72,4000549.392,4000549.392,0.0,4000549.392,4000549.392,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285714934,0.142857467,31.67998244,31.67998244,31.67998244,0.0,0.0,0,0,0,0,0,0,0,0,0.0,42.23997659,31.67998244,31.67998244,0,0,0,0,0,0,2,63,1,31,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1736,1,0,5,0,0,7153,5814249,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.471772709,232569.96,585623.0916,2557910.0,1.0,5814245.0,242260.2083,596167.6589,2557910.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.299781451,0.171991258,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,25,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1231,0,54447,7,53,17,9052,3000398,1,1,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,33.3289117,0.666578234,3000398.0,0.0,3000398.0,3000398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,0.333289117,0.333289117,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,75.0,50.0,50.0,0,0,0,0,0,0,1,50,1,50,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1638,0,63386,7,53,17,1995,7000455,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,11.99922005,0.428543573,3500227.5,707356.3899,4000404.0,3000051.0,4000404.0,4000404.0,0.0,4000404.0,4000404.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285695715,0.142847858,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
831,0,62539,6,53,17,7731,7950759,3,1,103.6399979,34.54666597,34.54666597,34.54666597,34.54666597,0.0,34.54666597,34.54666597,34.54666597,0.0,17.38038162,0.503096603,2650253.12,1141994.535,3968892.5,1984294.724,5953187.224,2976593.612,1403322.545,3968892.5,1984294.724,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.377322452,0.125774151,34.54666597,34.54666597,34.54666597,0.0,0.0,0,0,0,0,0,0,0,0,0.0,43.18333246,34.54666597,34.54666597,0,0,0,0,0,0,3,103,1,34,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
137,0,57977,4,3702,17,14556,165621,3,1,1872.0,624.0,624.0,624.0,624.0,0.0,624.0,624.0,624.0,0.0,15070.55265,24.15152668,55207.0,95614.40073,165613.0,4.0,165617.0,82808.5,117103.2469,165613.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,18.11364501,6.03788167,624.0,624.0,624.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,780.0,624.0,624.0,0,0,0,0,0,0,3,1872,1,624,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
43,0,59140,3,5355,17,16419,101244,3,1,75.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,987.7102001,39.508408,33748.09062,58451.67557,101242.2719,0.972812861,101243.2447,50621.62234,71588.4091,101242.2719,0.972812861,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,29.631306,9.877102001,25.0,25.0,25.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,31.25,25.0,25.0,0,0,0,0,0,0,3,75,1,25,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1403,0,57950,7,53,17,8965,6999532,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,12.00080234,0.428600084,3499766.0,706594.8359,3999404.0,3000128.0,3999404.0,3999404.0,0.0,3999404.0,3999404.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285733389,0.142866695,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704,0,64632,7,53,17,16347,3992614,1,1,43.0,43.0,43.0,43.0,43.0,0.0,43.0,43.0,43.0,0.0,21.53977319,0.500924958,3992614.0,0.0,3992614.0,3992614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,0.250462479,0.250462479,43.0,43.0,43.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,64.5,43.0,43.0,0,0,0,0,0,0,1,43,1,43,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1166,0,52946,7,53,17,8061,7998803,2,1,86.0,43.0,43.0,43.0,43.0,0.0,43.0,43.0,43.0,0.0,16.12741306,0.375056118,3999401.5,26.1629509,3999420.0,3999383.0,3999383.0,3999383.0,0.0,3999383.0,3999383.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.250037412,0.125018706,43.0,43.0,43.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,57.33333333,43.0,43.0,0,0,0,0,0,0,2,86,1,43,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
785,0,61203,6,53,17,5783,7984267,3,1,90.44352375,30.14784125,30.14784125,30.14784125,30.14784125,0.0,30.14784125,30.14784125,30.14784125,0.0,15.10355737,0.500985227,2661422.46,1146006.288,3984716.462,1999396.783,5984870.598,2992435.299,1403297.478,3984716.462,2000154.137,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.37573892,0.125246307,30.14784125,30.14784125,30.14784125,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.68480156,30.14784125,30.14784125,0,0,0,0,0,0,3,90,1,30,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1454,0,59061,7,53,17,2814,6999380,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,12.00106295,0.428609391,3499690.0,706757.4704,3999443.0,2999937.0,3999443.0,3999443.0,0.0,3999443.0,3999443.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285739594,0.142869797,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
372,0,52539,6,53,17,17016,7000210,3,1,102.0,34.0,34.0,34.0,34.0,0.0,34.0,34.0,34.0,0.0,19.42798859,0.571411429,2333403.333,1527528.199,4000169.0,1000259.0,5999951.0,2999975.5,1414487.213,4000169.0,1999782.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.428558572,0.142852857,34.0,34.0,34.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,42.5,34.0,34.0,0,0,0,0,0,0,3,102,1,34,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
67,0,1900,4,1900,17,18182,8921057,71,1,33739.0,501.0,516.0,436.0,475.1971831,29.83316454,501.0,501.0,501.0,0.0,3838.110215,8.070792508,125648.6901,270685.6411,1188100.0,0.0,8921055.0,127443.6429,272214.1506,1188100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,568,8,7.958698168,0.11209434,436.0,516.0,475.9041096,29.72006635,883.282344,0,0,0,0,0,0,0,0,0.0,482.5138889,475.1971831,501.0,0,0,0,0,0,0,71,33739,1,501,-1,-1,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
67,0,1900,4,1900,17,12978,8921998,73,1,34725.0,501.0,516.0,436.0,475.6849315,29.56108399,501.0,501.0,501.0,0.0,3948.218773,8.29410632,122219.1507,268374.7713,1187386.0,0.0,8921997.0,123916.625,269863.2034,1187386.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,584,8,8.182023802,0.112082518,436.0,516.0,476.36,29.44653423,867.0983784,0,0,0,0,0,0,0,0,0.0,482.7972973,475.6849315,501.0,0,0,0,0,0,0,73,34725,1,501,-1,-1,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
273,0,50743,6,53,17,17580,6999895,3,1,84.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,16.00024,0.571437143,2333298.333,1527048.071,3999255.0,1000003.0,5999892.0,2999946.0,1413236.341,3999255.0,2000637.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.428577857,0.142859286,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,35.0,28.0,28.0,0,0,0,0,0,0,3,84,1,28,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1153,0,52636,7,53,17,11924,7999621,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,10.50049746,0.375017766,3999810.5,3541.897867,4002315.0,3997306.0,3997306.0,3997306.0,0.0,3997306.0,3997306.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.250011844,0.125005922,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1401,0,57936,7,53,17,6228,6969052,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,12.05328931,0.430474618,3484526.0,685381.6324,3969164.0,2999888.0,3969164.0,3969164.0,0.0,3969164.0,3969164.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.286983079,0.143491539,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
910,0,64183,6,53,17,13868,1999278,1,1,28.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,28.01011165,1.00036113,1999278.0,0.0,1999278.0,1999278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,0.500180565,0.500180565,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,42.0,28.0,28.0,0,0,0,0,0,0,1,28,1,28,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
241,0,50085,6,53,17,14142,7000662,3,1,129.0,43.0,43.0,43.0,43.0,0.0,43.0,43.0,43.0,0.0,24.56910504,0.571374536,2333554.0,1527451.744,3999990.0,999984.0,6000678.0,3000339.0,1413720.002,3999990.0,2000688.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.428530902,0.142843634,43.0,43.0,43.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,53.75,43.0,43.0,0,0,0,0,0,0,3,129,1,43,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1474,0,59526,7,53,17,8222,7000305,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,11.99947717,0.428552756,3500152.5,707186.6843,4000209.0,3000096.0,4000209.0,4000209.0,0.0,4000209.0,4000209.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285701837,0.142850919,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
456,0,54481,6,53,17,2499,7998927,3,1,84.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,14.001878,0.500067071,2666309.0,1154829.32,3999791.0,1999296.0,5999631.0,2999815.5,1414178.914,3999791.0,1999840.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.375050304,0.125016768,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,35.0,28.0,28.0,0,0,0,0,0,0,3,84,1,28,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1262,0,55074,7,53,17,1153,7000088,2,1,76.05157389,38.02578694,38.02578694,38.02578694,38.02578694,0.0,38.02578694,38.02578694,38.02578694,0.0,16.2965589,0.428565992,3500044.395,706488.6645,3999607.321,3000481.47,3999607.321,3999607.321,0.0,3999607.321,3999607.321,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285710662,0.142855331,38.02578694,38.02578694,38.02578694,0.0,0.0,0,0,0,0,0,0,0,0,0.0,50.70104926,38.02578694,38.02578694,0,0,0,0,0,0,2,76,1,38,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
825,0,62272,6,53,17,4137,7999242,3,1,121.3487417,40.44958056,40.44958056,40.44958056,40.44958056,0.0,40.44958056,40.44958056,40.44958056,0.0,20.22669113,0.500047335,2666414.238,1154846.009,3999915.21,1998845.787,6000396.928,3000198.464,1413812.981,3999915.21,2000481.718,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.375035501,0.125011834,40.44958056,40.44958056,40.44958056,0.0,0.0,0,0,0,0,0,0,0,0,0.0,50.5619757,40.44958056,40.44958056,0,0,0,0,0,0,3,121,1,40,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1628,0,63121,7,53,17,8932,6999892,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,12.00018515,0.428578041,3499946.0,706976.6735,3999854.0,3000038.0,3999854.0,3999854.0,0.0,3999854.0,3999854.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285718694,0.142859347,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
923,0,64268,6,53,17,3518,7999094,3,1,117.0,39.0,39.0,39.0,39.0,0.0,39.0,39.0,39.0,0.0,19.50220863,0.500056631,2666364.667,1154590.59,3999571.0,1999470.0,5999624.0,2999812.0,1413872.737,3999571.0,2000053.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.375042474,0.125014158,39.0,39.0,39.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,48.75,39.0,39.0,0,0,0,0,0,0,3,117,1,39,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
760,0,60767,6,53,17,8257,7983397,3,1,114.0,38.0,38.0,38.0,38.0,0.0,38.0,38.0,38.0,0.0,19.03951413,0.501039846,2661132.333,1146006.92,3984427.0,1998957.0,5984440.0,2992220.0,1403192.596,3984427.0,2000013.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.375779884,0.125259961,38.0,38.0,38.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,47.5,38.0,38.0,0,0,0,0,0,0,3,114,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
958,0,65293,6,53,17,12027,7000462,3,1,105.0,35.0,35.0,35.0,35.0,0.0,35.0,35.0,35.0,0.0,19.99868009,0.57139086,2333487.333,1527361.242,4000000.0,1000347.0,6000115.0,3000057.5,1414132.245,4000000.0,2000115.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.428543145,0.142847715,35.0,35.0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,43.75,35.0,35.0,0,0,0,0,0,0,3,105,1,35,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1590,0,62130,7,53,17,19103,6984392,2,1,80.0,40.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0,17.18116623,0.429529156,3492196.0,695201.9314,3983778.0,3000614.0,3983778.0,3983778.0,0.0,3983778.0,3983778.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.286352771,0.143176385,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,53.33333333,40.0,40.0,0,0,0,0,0,0,2,80,1,40,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
684,0,59097,6,53,17,2255,7999868,3,1,114.0,38.0,38.0,38.0,38.0,0.0,38.0,38.0,38.0,0.0,19.00031351,0.50000825,2666622.667,1154400.905,3999610.0,1999969.0,5999899.0,2999949.5,1413733.437,3999610.0,2000289.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.375006188,0.125002063,38.0,38.0,38.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,47.5,38.0,38.0,0,0,0,0,0,0,3,114,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1736,1,0,5,0,0,5070,26377534,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985687599,1055101.391,4113266.376,20598726.02,1.43017152,26377530.92,1099063.788,4195729.875,20598726.02,1.43017152,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.947776538,0.037911062,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,25,0,1,0,-1,-1,0,0,5778801.322,0.0,5778801.322,5778801.322,20598726.02,0.0,20598726.02,20598726.02,2
1108,0,51660,7,53,17,19157,7999149,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,10.50111671,0.375039883,3999574.63,483.420192,3999916.46,3999232.801,3999916.46,3999916.46,0.0,3999916.46,3999916.46,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.250026588,0.125013294,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1681,0,64213,7,53,17,13305,7000276,2,1,70.52572928,35.26286464,35.26286464,35.26286464,35.26286464,0.0,35.26286464,35.26286464,35.26286464,0.0,15.11202079,0.428554529,3500138.022,707190.3002,4000197.078,3000078.965,4000197.078,4000197.078,0.0,4000197.078,4000197.078,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285703019,0.14285151,35.26286464,35.26286464,35.26286464,0.0,0.0,0,0,0,0,0,0,0,0,0.0,47.01715285,35.26286464,35.26286464,0,0,0,0,0,0,2,70,1,35,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1128,0,52134,7,53,17,8952,105467236,1,1,37.0,39.0,37.0,37.0,37.0,0.0,39.0,39.0,39.0,0.0,0.720602937,0.018963235,105467236.0,0.0,105467236.0,105467236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,0.009481618,0.009481618,37.0,39.0,38.33333333,1.154700538,1.333333333,0,0,0,0,0,0,0,0,1.0,57.5,37.0,39.0,0,0,0,0,0,0,1,37,1,39,-1,-1,1,0,0.0,0.0,0.0,0.0,105467236.0,0.0,105467236.0,105467236.0,2
1153,0,52636,7,53,17,16518,7999503,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,10.50065128,0.37502326,3999751.907,892.350688,4000382.894,3999120.92,4000382.894,4000382.894,0.0,4000382.894,4000382.894,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.250015507,0.125007753,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0,0,0,1,0,0,3628,273869,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.60552308,91289.66667,158100.1545,273848.0,3.0,273851.0,136925.5,193637.6565,273848.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10.95414231,3.65138077,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
585,0,56960,6,53,17,11207,1999619,1,1,39.0,39.0,39.0,39.0,39.0,0.0,39.0,39.0,39.0,0.0,39.00743092,1.000190536,1999619.0,0.0,1999619.0,1999619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,0.500095268,0.500095268,39.0,39.0,39.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,58.5,39.0,39.0,0,0,0,0,0,0,1,39,1,39,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
708,0,59605,6,53,17,5561,7999665,3,1,84.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,14.00058526,0.500020902,2666555.194,1155040.516,4000281.065,1999470.014,5999751.08,2999875.54,1414787.062,4000281.065,1999470.014,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.375015676,0.125005225,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,35.0,28.0,28.0,0,0,0,0,0,0,3,84,1,28,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
108,0,53206,4,3702,17,12978,4731796,7,1,6930.0,990.0,990.0,990.0,990.0,0.0,990.0,990.0,990.0,0.0,1673.783062,1.690689962,675970.8571,1622020.269,4348518.0,2.0,4731794.0,788632.3333,1746574.302,4348518.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,8,1.479353717,0.211336245,990.0,990.0,990.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1113.75,990.0,990.0,0,0,0,0,0,0,7,6930,1,990,-1,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
64,0,64632,3,5355,17,13828,100988,3,1,75.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,990.2166594,39.60866638,33662.66667,58303.71693,100986.0,1.0,100987.0,50493.5,71407.1783,100986.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,29.70649978,9.902166594,25.0,25.0,25.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,31.25,25.0,25.0,0,0,0,0,0,0,3,75,1,25,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1232,0,54481,7,53,17,14029,6999922,2,1,56.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,28.0,0.0,12.00013372,0.428576204,3499961.0,707176.0777,4000010.0,2999912.0,4000010.0,4000010.0,0.0,4000010.0,4000010.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,0.285717469,0.142858735,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.33333333,28.0,28.0,0,0,0,0,0,0,2,56,1,28,-1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
